      46.3767  5.57526e+07      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      33.2231  9.08112e+07      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      26.5294  1.25870e+08      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      22.3697  1.60928e+08      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      19.4921  1.95986e+08      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      17.3626  2.31043e+08      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      15.7119  2.66101e+08      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      14.3881  3.01158e+08      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      13.2986  3.36214e+08      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      12.3834  3.71270e+08     0.144649    0.0679662     0.267490    0.0786864    0.0369724     0.145510
      11.6018  4.06325e+08     0.248598    0.0828201     0.506624     0.131714    0.0630063     0.517834
      10.9250  4.41380e+08     0.494476     0.189424      1.10738     0.149984    0.0574559     0.335889
      10.3323  4.76433e+08     0.255498     0.134549     0.620468    0.0772306    0.0369188     0.163519
      9.80803  5.11486e+08     0.263795     0.118508     0.586001    0.0777192    0.0339174     0.150853
      9.34042  5.46539e+08     0.274063     0.136655     0.588830    0.0795970    0.0375756     0.146719
      8.92025  5.81590e+08     0.242051     0.110547     0.499321    0.0639960    0.0259841     0.161066
      8.54026  6.16641e+08     0.241920     0.115547     0.723845    0.0598699    0.0263509     0.185862
      8.19462  6.51690e+08     0.340537     0.143708     0.816026    0.0773401    0.0307748     0.214662
      7.87861  6.86738e+08     0.279348     0.135212     0.744572    0.0655312    0.0267608     0.214489
      7.58838  7.21786e+08     0.290241     0.140838      1.10906    0.0609088    0.0253694     0.250622
      7.32070  7.56832e+08     0.320068     0.137089      1.60450    0.0634503    0.0240426     0.316439
      7.07290  7.91877e+08     0.262606     0.123112     0.964259    0.0453374    0.0179207     0.150409
      6.84270  8.26920e+08     0.276414     0.127583      1.01904    0.0466349    0.0182328     0.137666
      6.62820  8.61963e+08     0.288861     0.126868      1.08715    0.0440822    0.0181274     0.141181
      6.42773  8.97004e+08     0.282679     0.120668      1.09004    0.0412869    0.0158163     0.128613
      6.23989  9.32043e+08     0.282239     0.122587      1.17203    0.0385366    0.0149485     0.137806
      6.06345  9.67081e+08     0.249274     0.116281     0.946135    0.0330006    0.0127410     0.108802
      5.89733  1.00212e+09     0.263450     0.116190     0.996652    0.0330315    0.0129322     0.110261
      5.74061  1.03715e+09     0.289519     0.122146      1.00881    0.0359048    0.0125187     0.109876
      5.59245  1.07219e+09     0.255806     0.131582     0.964386    0.0290563    0.0132287    0.0971249
      5.45213  1.10722e+09     0.253625     0.110010     0.905519    0.0290516    0.0102852     0.105116
      5.31900  1.14225e+09     0.274133     0.117094      1.59367    0.0282267    0.0101959     0.145118
      5.19249  1.17727e+09     0.251258     0.115811      1.13718    0.0254106   0.00952869     0.108907
      5.07209  1.21230e+09     0.255003     0.118173     0.977108    0.0271582   0.00931077     0.120018
      4.95734  1.24732e+09     0.277473     0.120996      1.48118    0.0257659   0.00889278     0.127650
      4.84783  1.28235e+09     0.272306     0.119933      1.55092    0.0252240   0.00869923     0.129534
      4.74317  1.31737e+09     0.270568     0.121455      1.09629    0.0236888   0.00807753    0.0962028
      4.64303  1.35239e+09     0.255174     0.115530     0.942826    0.0217178   0.00730049    0.0731618
      4.54712  1.38740e+09     0.266138     0.129955     0.929547    0.0227701   0.00831148    0.0739342
      4.45514  1.42241e+09     0.269448     0.128568     0.959962    0.0224157   0.00842545    0.0790147
      4.36685  1.45743e+09     0.277098     0.127343      1.06332    0.0221437   0.00858111    0.0837581
      4.28200  1.49244e+09     0.288798     0.123841      1.10648    0.0212892   0.00873065    0.0828272
      4.20041  1.52744e+09     0.277006     0.128441      1.09386    0.0203553   0.00822284    0.0843840
      4.12185  1.56245e+09     0.251228     0.115954      1.01314    0.0180405   0.00692515    0.0695135
      4.04617  1.59745e+09     0.251612     0.118914     0.962927    0.0182877   0.00704499    0.0669758
      3.97318  1.63245e+09     0.258089     0.119076      1.01814    0.0185526   0.00697795    0.0731983
      3.90275  1.66744e+09     0.258758     0.114168      1.00444    0.0175513   0.00680135    0.0827925
      3.83473  1.70244e+09     0.273613     0.123090      1.03340    0.0185167   0.00680382     0.103092
      3.76898  1.73743e+09     0.265735     0.125980      1.02471    0.0185613   0.00661117    0.0914672
      3.70540  1.77242e+09     0.274543     0.120099      1.06551    0.0183018   0.00672288    0.0745032
      3.64386  1.80741e+09     0.279915     0.127817      1.08836    0.0178758   0.00661594    0.0748503
      3.58427  1.84239e+09     0.281423     0.129944      1.08411    0.0179912   0.00642712    0.0761562
      3.52652  1.87737e+09     0.276291     0.129655      1.12544    0.0205997   0.00695070    0.0910035
      3.47052  1.91235e+09     0.272868     0.126778      1.09156    0.0237362   0.00727076     0.104286
      3.41620  1.94732e+09     0.306300     0.139393      2.44522    0.0375318   0.00791992     0.136451
      3.36347  1.98229e+09     0.325512     0.136281      1.96558    0.0598133   0.00906377     0.428887
      3.31226  2.01726e+09     0.343999     0.140697      2.79285    0.0467040   0.00758769     0.153794
      3.26249  2.05223e+09     0.355001     0.150273      3.21316    0.0436817   0.00764392     0.157589
      3.21411  2.08719e+09     0.421712     0.166312      4.97325    0.0511848   0.00755169     0.161964
      3.16705  2.12215e+09     0.440795     0.155938      5.94208     0.115382   0.00797481     0.324159
      3.12126  2.15710e+09      3.86070     0.365418      8.14284    0.0878016   0.00829963     0.185233
      3.07667  2.19206e+09      2.78122     0.357743      11.7237    0.0622980   0.00803761     0.262230
      3.03325  2.22701e+09      3.09841     0.373250      12.9305    0.0682909   0.00822751     0.284038
      2.99094  2.26195e+09      2.63171     0.370259      12.2111    0.0567267   0.00802351     0.264786
      2.94969  2.29689e+09      2.53981     0.377909      10.8741    0.0539247   0.00802368     0.230876
      2.90947  2.33183e+09      2.79275     0.355878      9.32763    0.0584890   0.00745320     0.195350
      2.87022  2.36677e+09      2.77812     0.379746      10.1505    0.0574508   0.00785303     0.209909
      2.83193  2.40170e+09      2.75708     0.385071      9.81176    0.0563491   0.00788995     0.200559
      2.79454  2.43663e+09      2.77218     0.415665      8.10016    0.0559081   0.00838295     0.163361
      2.75803  2.47155e+09      2.70116     0.408088      8.02306    0.0538107   0.00812966     0.159830
      2.72235  2.50647e+09      2.82455     0.403800      9.72782    0.0555932   0.00794764     0.191464
      2.68749  2.54139e+09      2.72422     0.421752      10.4198    0.0531356   0.00823731     0.202991
      2.65341  2.57631e+09      2.80619     0.415009      10.5500    0.0536997   0.00791152     0.201624
      2.62008  2.61121e+09      2.84220     0.423917      10.3585    0.0533904   0.00796323     0.194583
      2.58748  2.64612e+09      2.65507     0.463252      9.47739    0.0493611   0.00860795     0.176746
      2.55557  2.68102e+09      2.59295     0.461158      9.14513    0.0475361   0.00845433     0.167656
      2.52435  2.71592e+09      2.56238     0.469035      9.08392    0.0464420   0.00850102     0.164642
      2.49377  2.75081e+09      2.52881     0.444748      9.34765    0.0453176   0.00801981     0.167515
      2.46383  2.78570e+09      2.68501     0.509868      9.10536    0.0475274   0.00902519     0.161174
      2.43450  2.82059e+09      2.70663     0.481301      9.03234    0.0472367   0.00839975     0.157634
      2.40576  2.85547e+09      2.61623     0.491046      9.14036    0.0450480   0.00845515     0.157385
      2.37759  2.89035e+09      2.82859     0.537164      8.97204    0.0482419   0.00914237     0.152881
      2.34997  2.92522e+09      2.79041     0.496145      9.21419    0.0469770   0.00835268     0.155122
      2.32289  2.96009e+09      2.64050     0.532814      9.29613    0.0439547   0.00886943     0.154747
      2.29633  2.99495e+09      2.82521     0.540247      9.03422    0.0465258   0.00889684     0.148777
      2.27027  3.02981e+09      2.71717     0.529606      9.04667    0.0442830   0.00868424     0.147421
      2.24469  3.06467e+09      2.64213     0.559074      9.52115    0.0426862   0.00909361     0.153852
      2.21959  3.09952e+09      2.86867     0.570820      9.69246    0.0458500   0.00912343     0.154915
      2.19495  3.13437e+09      2.82418     0.568798      9.58961    0.0448026   0.00902336     0.152129
      2.17076  3.16921e+09      2.82898     0.592875      9.17487    0.0446293   0.00963718     0.144946
      2.14699  3.20405e+09      2.73540     0.596926      8.64514    0.0427459   0.00932810     0.135097
      2.12365  3.23888e+09      2.77017     0.584094      8.51707    0.0429739   0.00906108     0.132126
      2.10071  3.27371e+09      2.76410     0.569076      8.90239    0.0425676   0.00876386     0.137098
      2.07817  3.30854e+09      2.80609     0.571405      9.01010    0.0429061   0.00873697     0.137767
      2.05601  3.34336e+09      2.66677     0.582219      9.04240    0.0404685   0.00883524     0.137219
      2.03423  3.37817e+09      2.69056     0.644975      9.38038    0.0405053   0.00970986     0.141218
      2.01281  3.41298e+09      2.86132     0.604679      9.19783    0.0427254   0.00902913     0.137343
      1.99174  3.44779e+09      2.76565     0.673529      8.47465    0.0409304   0.00996792     0.125421
      1.97102  3.48259e+09      2.76387     0.629856      8.44623    0.0405219   0.00923450     0.123832
      1.95063  3.51738e+09      2.77885     0.695960      9.06083    0.0404291    0.0101576     0.131867
      1.93058  3.55217e+09      2.74092     0.715151      9.20538    0.0391411    0.0102126     0.131455
      1.91084  3.58696e+09      2.93797     0.663269      9.22311    0.0414811   0.00936469     0.130221
      1.89140  3.62174e+09      2.67963     0.674748      8.99436    0.0374516   0.00943057     0.125709
      1.87227  3.65652e+09      2.77777     0.755024      8.63146    0.0387285    0.0105075     0.119955
      1.85344  3.69129e+09      2.81139     0.691994      8.64707    0.0385072   0.00947813     0.118438
      1.83489  3.72605e+09      2.76643     0.730907      8.57440    0.0375068   0.00990952     0.116250
      1.81662  3.76081e+09      2.72625     0.697541      8.54978    0.0365943   0.00936307     0.114763
      1.79863  3.79557e+09      2.68804     0.721061      9.11914    0.0357182   0.00958132     0.121174
      1.78090  3.83032e+09      2.82231     0.713249      9.22672    0.0371367   0.00938511     0.121408
      1.76343  3.86507e+09      2.73870     0.750410      8.88970    0.0356415   0.00976586     0.115691
      1.74621  3.89981e+09      2.73494     0.731146      8.41124    0.0351104   0.00938624     0.107981
      1.72924  3.93454e+09      2.73299     0.735159      8.50357    0.0346400   0.00931797     0.107781
      1.71251  3.96927e+09      2.73796     0.731900      8.51938    0.0343613   0.00918532     0.106918
      1.69602  4.00399e+09      2.87688     0.788351      8.46518    0.0357650   0.00980070     0.105238
      1.67976  4.03871e+09      2.80511     0.768336      9.12025    0.0345513   0.00946378     0.112336
      1.66372  4.07343e+09      2.68778     0.768548      9.33053    0.0328150   0.00938315     0.113916
      1.64790  4.10814e+09      2.79359     0.773235      8.75706    0.0338150   0.00935963     0.106000
      1.63230  4.14284e+09      2.71205     0.772595      8.35629    0.0325511   0.00927298     0.100295
      1.61691  4.17754e+09      2.81298     0.780183      8.62076    0.0334647   0.00928147     0.102557
      1.60173  4.21223e+09      2.78284     0.781444      8.64685    0.0328303   0.00921901     0.102804
