# redshift, time, physical vmax [km/s]
      12.3834  3.71270e+08      38.2700      35.4426
      11.6018  4.06325e+08      49.1501      45.0962
      10.9250  4.41380e+08      58.1601      53.4381
      10.3323  4.76433e+08      62.8501      56.9933
      9.80803  5.11486e+08      63.3599      60.6724
      9.34042  5.46539e+08      65.0000      63.7094
      8.92025  5.81590e+08      68.3500      66.5856
      8.54026  6.16641e+08      70.9800      70.7085
      8.19462  6.51690e+08      76.6699      76.0168
      7.87861  6.86738e+08      83.5900      79.8140
      7.58838  7.21786e+08      86.7900      83.6624
      7.32070  7.56832e+08      90.2801      85.8096
      7.07290  7.91877e+08      93.8501      89.7558
      6.84270  8.26920e+08      100.950      91.8947
      6.62820  8.61963e+08      100.990      94.1975
      6.42773  8.97004e+08      101.210      95.9598
      6.23989  9.32043e+08      107.680      97.9271
      6.06345  9.67081e+08      112.020      100.582
      5.89733  1.00212e+09      118.140      102.006
      5.74061  1.03715e+09      127.130      102.971
      5.59245  1.07219e+09      135.230      105.479
      5.45213  1.10722e+09      157.360      108.179
      5.31900  1.14225e+09      185.370      109.580
      5.19249  1.17727e+09      192.260      110.509
      5.07209  1.21230e+09      193.130      110.895
      4.95734  1.24732e+09      199.640      111.463
      4.84783  1.28235e+09      207.170      113.023
      4.74317  1.31737e+09      211.320      115.418
      4.64303  1.35239e+09      218.030      116.072
      4.54712  1.38740e+09      221.410      116.171
      4.45514  1.42241e+09      222.820      115.971
      4.36685  1.45743e+09      215.920      115.809
      4.28200  1.49244e+09      221.030      116.010
      4.20041  1.52744e+09      222.750      116.843
      4.12185  1.56245e+09      232.841      120.419
      4.04617  1.59745e+09      230.671      121.774
      3.97318  1.63245e+09      231.640      122.405
      3.90275  1.66744e+09      231.969      122.929
      3.83473  1.70244e+09      232.251      123.783
      3.76898  1.73743e+09      231.940      124.742
      3.70540  1.77242e+09      230.991      126.601
      3.64386  1.80741e+09      232.430      132.303
      3.58427  1.84239e+09      230.909      134.594
      3.52652  1.87737e+09      231.470      135.969
      3.47052  1.91235e+09      231.050      137.633
      3.41620  1.94732e+09      229.450      139.202
      3.36347  1.98229e+09      220.530      140.460
      3.31226  2.01726e+09      256.081      141.537
      3.26249  2.05223e+09      251.941      143.140
      3.21411  2.08719e+09      252.549      144.211
      3.16705  2.12215e+09      255.200      144.940
      3.12126  2.15710e+09      254.310      145.859
      3.07667  2.19206e+09      253.200      146.292
      3.03325  2.22701e+09      253.761      146.479
      2.99094  2.26195e+09      257.761      146.535
      2.94969  2.29689e+09      259.549      146.501
      2.90947  2.33183e+09      259.540      146.285
      2.87022  2.36677e+09      258.560      145.966
      2.83193  2.40170e+09      259.670      145.563
      2.79454  2.43663e+09      258.589      145.354
      2.75803  2.47155e+09      257.121      145.078
      2.72235  2.50647e+09      256.031      144.780
      2.68749  2.54139e+09      256.401      144.764
      2.65341  2.57631e+09      255.080      145.418
      2.62008  2.61121e+09      254.551      145.586
      2.58748  2.64612e+09      252.281      145.506
      2.55557  2.68102e+09      255.740      145.270
      2.52435  2.71592e+09      256.360      145.054
      2.49377  2.75081e+09      256.900      144.834
      2.46383  2.78570e+09      257.890      144.781
      2.43450  2.82059e+09      257.591      145.028
      2.40576  2.85547e+09      255.779      145.194
      2.37759  2.89035e+09      256.310      145.108
      2.34997  2.92522e+09      257.650      144.933
      2.32289  2.96009e+09      257.400      144.846
      2.29633  2.99495e+09      257.541      144.704
      2.27027  3.02981e+09      258.710      144.547
      2.24469  3.06467e+09      258.480      144.342
      2.21959  3.09952e+09      234.809      144.039
      2.19495  3.13437e+09      251.600      143.494
      2.17076  3.16921e+09      249.909      143.026
      2.14699  3.20405e+09      254.199      142.491
      2.12365  3.23888e+09      257.949      141.972
      2.10071  3.27371e+09      255.380      141.489
      2.07817  3.30854e+09      253.620      141.000
      2.05601  3.34336e+09      257.511      140.575
      2.03423  3.37817e+09      250.299      140.236
      2.01281  3.41298e+09      256.310      139.931
      1.99174  3.44779e+09      251.400      139.748
      1.97102  3.48259e+09      255.911      139.649
      1.95063  3.51738e+09      241.889      139.883
      1.93058  3.55217e+09      241.440      140.547
      1.91084  3.58696e+09      243.780      140.761
      1.89140  3.62174e+09      245.219      140.815
      1.87227  3.65652e+09      239.199      140.905
      1.85344  3.69129e+09      240.570      140.964
      1.83489  3.72605e+09      250.270      141.080
      1.81662  3.76081e+09      245.780      141.163
      1.79863  3.79557e+09      249.001      141.287
      1.78090  3.83032e+09      252.390      141.370
      1.76343  3.86507e+09      247.119      141.649
      1.74621  3.89981e+09      251.850      142.294
      1.72924  3.93454e+09      249.909      142.843
      1.71251  3.96927e+09      250.660      142.991
      1.69602  4.00399e+09      250.050      143.087
      1.67976  4.03871e+09      249.900      143.165
      1.66372  4.07343e+09      242.171      143.195
      1.64790  4.10814e+09      248.329      143.198
      1.63230  4.14284e+09      248.100      143.192
      1.61691  4.17754e+09      247.439      143.262
      1.60173  4.21223e+09      239.780      143.268
      1.58674  4.24692e+09      246.770      143.299
      1.57195  4.28160e+09      246.200      143.517
      1.55736  4.31627e+09      244.831      143.638
      1.54295  4.35094e+09      244.370      143.581
      1.52873  4.38561e+09      240.761      143.520
      1.51468  4.42027e+09      241.860      143.486
      1.50082  4.45492e+09      236.541      143.393
      1.48712  4.48957e+09      241.950      143.288
      1.47360  4.52421e+09      240.911      143.192
      1.46024  4.55885e+09      240.999      143.112
      1.44705  4.59348e+09      240.561      143.148
      1.43401  4.62810e+09      240.409      143.257
      1.42113  4.66272e+09      239.660      143.402
      1.40840  4.69733e+09      239.299      143.267
      1.39582  4.73194e+09      238.450      143.073
      1.38339  4.76654e+09      239.431      142.839
      1.37111  4.80114e+09      234.609      142.568
      1.35896  4.83573e+09      236.001      142.278
      1.34695  4.87031e+09      238.409      142.017
      1.33508  4.90489e+09      237.980      141.822
      1.32335  4.93947e+09      236.620      141.659
      1.31174  4.97403e+09      235.279      141.533
      1.30026  5.00859e+09      237.370      141.478
      1.28891  5.04315e+09      234.600      141.441
      1.27768  5.07770e+09      235.660      141.375
      1.26657  5.11224e+09      234.920      141.317
      1.25558  5.14678e+09      235.919      141.271
      1.24471  5.18131e+09      234.201      141.204
      1.23396  5.21583e+09      235.240      141.165
      1.22332  5.25035e+09      235.751      141.227
      1.21278  5.28486e+09      234.680      141.399
      1.20236  5.31937e+09      233.710      141.486
      1.19205  5.35387e+09      234.929      141.467
      1.18183  5.38836e+09      234.900      141.482
      1.17173  5.42285e+09      235.619      141.466
      1.16172  5.45733e+09      234.609      141.491
      1.15182  5.49181e+09      235.061      141.456
      1.14201  5.52628e+09      234.820      141.368
      1.13230  5.56074e+09      235.000      141.262
      1.12269  5.59520e+09      234.979      141.096
      1.11316  5.62965e+09      228.201      140.874
      1.10373  5.66409e+09      239.710      140.604
      1.09439  5.69853e+09      239.240      140.286
      1.08514  5.73296e+09      239.020      140.035
      1.07598  5.76739e+09      238.920      139.840
      1.06690  5.80181e+09      238.811      139.702
      1.05791  5.83622e+09      238.779      139.597
      1.04900  5.87063e+09      238.180      139.505
      1.04018  5.90503e+09      238.021      139.392
      1.03143  5.93943e+09      237.651      139.300
      1.02276  5.97382e+09      237.240      139.206
      1.01418  6.00820e+09      237.381      139.114
      1.00567  6.04257e+09      237.481      139.052
     0.997231  6.07694e+09      236.961      138.943
     0.988870  6.11131e+09      236.870      138.821
     0.980584  6.14566e+09      236.900      138.705
     0.972370  6.18001e+09      236.521      138.597
     0.964227  6.21436e+09      236.620      138.523
     0.956154  6.24870e+09      236.471      138.421
     0.948151  6.28303e+09      236.380      138.291
     0.940217  6.31735e+09      236.289      138.151
     0.932349  6.35167e+09      236.171      137.999
     0.924548  6.38599e+09      235.520      137.821
     0.916812  6.42029e+09      235.510      137.655
     0.909141  6.45459e+09      235.960      137.499
     0.901533  6.48888e+09      236.121      137.354
     0.893988  6.52317e+09      235.460      137.181
     0.886504  6.55745e+09      235.751      136.981
     0.879081  6.59173e+09      235.361      136.752
     0.871719  6.62600e+09      235.090      136.492
     0.864415  6.66026e+09      235.490      136.255
     0.857170  6.69451e+09      235.079      136.024
     0.849982  6.72876e+09      235.000      135.788
     0.842851  6.76300e+09      235.370      135.585
     0.835776  6.79724e+09      235.399      135.366
     0.828756  6.83147e+09      235.880      135.113
     0.821791  6.86569e+09      235.640      134.921
     0.814879  6.89991e+09      235.199      134.763
     0.808021  6.93412e+09      235.279      134.612
     0.801215  6.96833e+09      235.320      134.474
     0.794460  7.00253e+09      234.941      134.336
     0.787756  7.03672e+09      235.211      134.214
     0.781103  7.07090e+09      234.970      134.090
     0.774499  7.10508e+09      235.041      133.976
     0.767944  7.13925e+09      234.950      133.882
     0.761437  7.17342e+09      235.299      133.803
     0.754979  7.20758e+09      234.961      133.757
     0.748567  7.24173e+09      235.140      133.718
     0.742202  7.27588e+09      234.750      133.752
     0.735882  7.31002e+09      234.800      133.926
     0.729608  7.34416e+09      234.500      133.926
     0.723379  7.37829e+09      235.041      133.858
     0.717194  7.41241e+09      234.539      133.774
     0.711053  7.44652e+09      234.301      133.683
     0.704955  7.48063e+09      234.659      133.592
     0.698900  7.51474e+09      234.741      133.487
     0.692886  7.54883e+09      234.879      133.377
