# star name [Fe/H]  [Mg/Fe]  [Eu/Fe]
HD26169      0 -2.80 0 +0.63 0 -0.13
HD26297      0 -1.85 0 +0.46 0 -0.10
HD31128      0 -1.90 0 +0.47 0 +0.18
HD45282      0 -1.66 0 +0.31 0 +0.51
HD88609      0 -3.19 0 +0.54 0 -0.72
HD94028      0 -1.79 0 +0.46 0 +0.13
HD106373     0 -2.60 0 +0.40 0 +0.42
HD108317     0 -2.61 0 +0.52 0 +0.30
HD119516     0 -1.94 0 +0.30 0 +0.45
HD122196     0 -1.88 0 +0.25 0 +0.03
HD122563     0 -2.95 0 +0.49 0 -0.84
HD126238     0 -2.00 0 +0.42 0 -0.00
HD126587     0 -3.25 0 +0.66 0 +0.16
HD128279     0 -2.58 0 +0.49 0 -0.16
HD132475     0 -1.73 0 +0.47 0 +0.13
HD175305     0 -1.59 0 +0.35 0 +0.40
HD175606     0 -2.32 0 +0.42 0 +0.14
HD178443     0 -2.00 0 +0.54 0 +0.28
HD184266     0 -1.75 0 +0.48 0 +0.29
HD186478     0 -2.76 0 +0.61 0 +0.25
HD188510     0 -1.88 0 +0.29 0 +0.17
HD193901     0 -1.29 0 +0.25 0 +0.37
HD196892     0 -1.31 0 +0.43 0 +0.14
HD196944     0 -2.39 0 +0.53 0 +0.12
HD201891     0 -1.21 0 +0.31 0 +0.17
HD214362     0 -2.05 0 +0.44 0 +0.38
HD219617     0 -1.79 0 +0.36 0 +0.36
HD220127     0 -1.77 0 +0.40 0 +0.28
HD237846     0 -3.17 0 +0.42 0 -0.42
HE1320m1339  0 -3.06 0 +0.47 0 -0.21
